timestamp,open,high,low,close,volume
2026-07-12 18:10:00,7600.0,7602.25,7599.5,7600.75,0.0
2026-07-12 18:11:00,7600.5,7600.5,7597.75,7599.25,714.0
2026-07-12 18:12:00,7599.25,7599.25,7593.75,7595.25,970.0
2026-07-12 18:13:00,7595.0,7596.75,7594.0,7596.75,432.0
2026-07-12 18:14:00,7597.0,7597.5,7593.0,7593.25,548.0
2026-07-12 18:15:00,7593.5,7598.0,7593.25,7595.5,731.0
2026-07-12 18:16:00,7595.25,7595.5,7593.0,7595.25,315.0
2026-07-12 18:17:00,7595.5,7595.5,7592.75,7594.25,328.0
2026-07-12 18:18:00,7594.5,7595.5,7591.75,7593.25,634.0
2026-07-12 18:19:00,7592.75,7594.75,7592.75,7593.25,160.0
2026-07-12 18:20:00,7593.0,7596.0,7592.5,7595.5,262.0
2026-07-12 18:21:00,7595.75,7595.75,7594.5,7595.5,94.0
2026-07-12 18:22:00,7595.75,7596.75,7595.25,7596.25,154.0
2026-07-12 18:23:00,7596.0,7596.5,7594.5,7596.25,175.0
2026-07-12 18:24:00,7596.25,7596.25,7593.5,7595.25,469.0
2026-07-12 18:25:00,7595.25,7595.5,7593.75,7594.75,137.0
2026-07-12 18:26:00,7594.75,7595.75,7594.5,7595.0,81.0
2026-07-12 18:27:00,7594.75,7595.5,7594.75,7595.25,95.0
2026-07-12 18:28:00,7595.25,7595.75,7594.75,7595.5,104.0
2026-07-12 18:29:00,7595.5,7596.5,7595.5,7596.25,107.0
2026-07-12 18:30:00,7596.25,7599.0,7596.25,7599.0,404.0
2026-07-12 18:31:00,7598.75,7599.0,7598.0,7598.25,104.0
2026-07-12 18:32:00,7598.25,7599.5,7597.75,7599.0,149.0
2026-07-12 18:33:00,7598.5,7599.25,7598.25,7598.5,112.0
2026-07-12 18:34:00,7598.5,7598.75,7598.0,7598.5,85.0
2026-07-12 18:35:00,7598.5,7599.0,7598.25,7599.0,66.0
2026-07-12 18:36:00,7598.75,7599.75,7597.75,7598.25,125.0
2026-07-12 18:37:00,7598.25,7598.25,7595.75,7596.0,182.0
2026-07-12 18:38:00,7595.75,7597.0,7595.75,7597.0,67.0
2026-07-12 18:39:00,7597.25,7599.5,7596.5,7599.25,129.0
2026-07-12 18:40:00,7599.0,7599.25,7597.5,7598.25,95.0
2026-07-12 18:41:00,7598.5,7598.5,7598.0,7598.25,21.0
2026-07-12 18:42:00,7598.25,7599.25,7598.25,7598.75,32.0
2026-07-12 18:43:00,7599.25,7599.75,7598.75,7599.75,111.0
2026-07-12 18:44:00,7599.5,7600.5,7599.5,7599.5,250.0
2026-07-12 18:45:00,7599.5,7600.0,7599.0,7599.5,89.0
2026-07-12 18:46:00,7599.25,7599.25,7598.25,7599.0,52.0
2026-07-12 18:47:00,7599.0,7599.75,7599.0,7599.25,62.0
2026-07-12 18:48:00,7599.5,7599.5,7596.75,7597.25,114.0
2026-07-12 18:49:00,7597.5,7598.0,7597.5,7597.75,52.0
2026-07-12 18:50:00,7597.5,7599.0,7597.5,7598.75,69.0
2026-07-12 18:51:00,7598.75,7599.0,7598.5,7599.0,34.0
2026-07-12 18:52:00,7599.0,7601.0,7599.0,7600.25,167.0
2026-07-12 18:53:00,7600.0,7600.25,7599.75,7600.0,29.0
2026-07-12 18:54:00,7600.0,7600.75,7600.0,7600.0,64.0
2026-07-12 18:55:00,7599.75,7601.5,7599.75,7601.0,111.0
2026-07-12 18:56:00,7601.0,7601.5,7600.5,7601.0,89.0
2026-07-12 18:57:00,7601.25,7601.75,7601.0,7601.5,62.0
2026-07-12 18:58:00,7601.5,7602.0,7601.0,7601.25,76.0
2026-07-12 18:59:00,7601.25,7601.25,7600.75,7600.75,27.0
2026-07-12 19:00:00,7600.75,7601.0,7598.5,7598.75,192.0
2026-07-12 19:01:00,7598.75,7599.75,7598.5,7598.75,110.0
2026-07-12 19:02:00,7598.75,7599.75,7598.75,7599.75,51.0
2026-07-12 19:03:00,7599.5,7599.75,7599.25,7599.25,20.0
2026-07-12 19:04:00,7599.0,7599.25,7598.75,7599.25,33.0
2026-07-12 19:05:00,7599.25,7600.0,7599.25,7599.25,27.0
2026-07-12 19:06:00,7599.25,7601.0,7599.25,7600.0,70.0
2026-07-12 19:07:00,7600.0,7600.0,7599.25,7599.75,48.0
