timestamp,open,high,low,close,volume
2026-04-28 09:30:00,27161.0,27162.5,27068.25,27139.5,19338.0
2026-04-28 09:35:00,27140.25,27187.25,27136.0,27166.75,11594.0
2026-04-28 09:40:00,27165.75,27240.0,27153.75,27213.0,13167.0
2026-04-28 09:45:00,27214.0,27252.0,27205.0,27227.75,10408.0
2026-04-28 09:50:00,27228.5,27236.75,27179.25,27187.0,8099.0
2026-04-28 09:55:00,27186.5,27214.0,27140.75,27202.5,9396.0
2026-04-28 10:00:00,27201.75,27210.5,27168.5,27185.5,6828.0
2026-04-28 10:05:00,27185.5,27235.0,27184.75,27222.75,6286.0
2026-04-28 10:10:00,27222.5,27223.25,27191.5,27205.0,5431.0
2026-04-28 10:15:00,27205.25,27217.25,27177.0,27184.75,6086.0
2026-04-28 10:20:00,27185.25,27201.5,27158.5,27166.75,5553.0
2026-04-28 10:25:00,27167.0,27188.25,27148.75,27168.5,6663.0
2026-04-28 10:30:00,27169.0,27181.25,27137.25,27144.75,6786.0
2026-04-28 10:35:00,27144.75,27146.25,27042.25,27073.5,13667.0
2026-04-28 10:40:00,27073.5,27104.25,27041.0,27101.75,9660.0
2026-04-28 10:45:00,27102.75,27113.5,27058.75,27061.0,8982.0
2026-04-28 10:50:00,27060.0,27062.0,27012.75,27028.0,11631.0
2026-04-28 10:55:00,27028.0,27093.75,27012.5,27091.75,12336.0
2026-04-28 11:00:00,27091.25,27119.75,27078.25,27084.0,8971.0
2026-04-28 11:05:00,27084.25,27092.0,27031.5,27052.75,7341.0
2026-04-28 11:10:00,27053.0,27099.0,27050.25,27096.0,7159.0
2026-04-28 11:15:00,27095.5,27103.0,27069.25,27095.75,4915.0
2026-04-28 11:20:00,27095.75,27099.75,27049.0,27061.25,5703.0
2026-04-28 11:25:00,27062.25,27063.5,27035.75,27046.5,4360.0
2026-04-28 11:30:00,27046.0,27047.75,27014.25,27022.75,6818.0
2026-04-28 11:35:00,27023.0,27059.0,27012.0,27039.75,6188.0
2026-04-28 11:40:00,27039.5,27054.5,27033.5,27038.0,2999.0
2026-04-28 11:45:00,27037.25,27046.75,27009.5,27024.0,4736.0
2026-04-28 11:50:00,27023.5,27046.0,27019.25,27038.75,3337.0
2026-04-28 11:55:00,27039.0,27055.0,27024.5,27053.5,3487.0
2026-04-28 12:00:00,27053.5,27069.0,27040.0,27062.75,5159.0
2026-04-28 12:05:00,27062.0,27086.75,27059.0,27071.0,4675.0
2026-04-28 12:10:00,27070.0,27078.0,27056.0,27070.5,3291.0
2026-04-28 12:15:00,27070.5,27079.25,27054.25,27077.25,3758.0
2026-04-28 12:20:00,27077.5,27088.5,27072.0,27079.25,3381.0
2026-04-28 12:25:00,27079.25,27084.75,27065.0,27070.5,3671.0
2026-04-28 12:30:00,27070.0,27078.25,27040.25,27040.25,3586.0
2026-04-28 12:35:00,27040.0,27051.0,27029.0,27040.75,3677.0
2026-04-28 12:40:00,27040.25,27050.0,27028.0,27039.75,2946.0
2026-04-28 12:45:00,27039.5,27062.5,27037.0,27059.75,3265.0
2026-04-28 12:50:00,27059.75,27095.0,27039.75,27090.5,5682.0
2026-04-28 12:55:00,27091.0,27095.75,27071.75,27084.25,3407.0
2026-04-28 13:00:00,27084.5,27099.0,27054.75,27059.25,3945.0
2026-04-28 13:05:00,27059.25,27072.0,27047.5,27070.0,2856.0
2026-04-28 13:10:00,27069.25,27077.75,27052.25,27071.0,2849.0
2026-04-28 13:15:00,27071.25,27074.25,27048.0,27055.5,2440.0
2026-04-28 13:20:00,27055.75,27069.5,27051.5,27067.75,2183.0
2026-04-28 13:25:00,27068.25,27092.5,27063.0,27083.25,3472.0
2026-04-28 13:30:00,27083.0,27102.75,27082.25,27102.75,3042.0
2026-04-28 13:35:00,27103.25,27115.0,27103.0,27112.5,3364.0
2026-04-28 13:40:00,27112.5,27131.5,27107.25,27118.75,3575.0
2026-04-28 13:45:00,27118.75,27131.0,27117.25,27120.25,3274.0
2026-04-28 13:50:00,27120.5,27135.25,27113.0,27130.5,2961.0
2026-04-28 13:55:00,27130.25,27144.25,27129.5,27141.5,2362.0
2026-04-28 14:00:00,27141.5,27148.0,27127.0,27129.5,3009.0
